ID	Info1	Info2	Value1	Value2
YD8XZ68	MA	Enterprise	2292.11	0
9R6M44Y	JK	Voyager	2304.82	1
IXZ8R9K	CS	Galactica	2310.62	1
Y9733A3	MA	Baderna	2324.10	1
Z3EK72E	MA	Galactica	2326.81	0
1GJN3KO	CS	Millenium	2339.49	0
KTT8424	CS	Millenium	2345.99	1
26177MD	CS	Galactica	2390.04	1
39ZLXU5	MA	Galactica	2402.22	1
127R9W6	MA	Hallownest	2441.74	1
6U1VKX4	JK	Hallownest	2449.46	1
F46PG94	JK	Scorpion	2453.15	1
968Q5HK	CS	Galactica	2458.94	1
AWTY3HY	MA	Hallownest	2467.29	1
8HFN57N	JK	Millenium	2475.93	0
ZN6DA74	JK	Galactica	2481.88	0
TW6459H	JK	Voyager	2505.80	1
119KH1N	JK	Pegasus	2505.91	1
9H83RB5	CS	Scorpion	2507.58	0
E174H9F	CS	Galactica	2509.93	0
UN262L8	MA	Hallownest	2512.87	0
JROKQ3X	CS	Baderna	2514.39	0
3B7X9K4	MA	Baderna	2541.51	0
R97PVI8	CS	Galactica	2550.11	0
2LO63BJ	JK	Panopticon	2550.64	1
4854F4L	MA	Millenium	2573.80	0
ZTRT7W2	JK	Pegasus	2584.17	1
2U5W7N5	MA	Pegasus	2615.87	0
JW6XA22	MA	Baderna	2617.87	0
PHTPTJC	MA	Baderna	2619.17	1
IENRL1V	CS	Galactica	2620.45	1
LT8L31N	JK	Enterprise	2635.55	0
4K6SM4Z	JK	Millenium	2647.77	1
4B4849B	CS	Scorpion	2648.00	1
259192D	CS	Millenium	2670.58	1
7A8DH73	MA	Millenium	2677.47	1
TZNP6OZ	CS	Hallownest	2690.88	0
6H64SGR	JK	Pegasus	2698.17	1
QB1G193	JK	Panopticon	2700.29	0
H5194N5	MA	Voyager	2701.83	1
8D525XD	JK	Galactica	2705.11	1
4CEK35K	CS	Voyager	2723.94	1
822M4AX	MA	Panopticon	2730.28	1
JE56M29	JK	Pegasus	2732.89	0
VY5NDN8	CS	Scorpion	2744.54	1
1165L39	JK	Galactica	2748.71	0
5HH7853	JK	Galactica	2748.86	1
ONJ646R	MA	Pegasus	2767.29	1
3Z28WR3	MA	Hallownest	2770.86	1
99Z7YFD	CS	Scorpion	2776.75	1
3X2YE8G	JK	Millenium	2785.22	0
2K18TSV	MA	Voyager	2787.17	1
SM6YA88	JK	Baderna	2816.24	0
PG1GUS2	CS	Baderna	2818.03	0
6UUCW8E	MA	Voyager	2832.71	1
X5UDOU9	CS	Scorpion	2833.07	1
VLPQN44	CS	Scorpion	2855.66	1
FCM1E57	CS	Voyager	2864.24	1
3515A61	JK	Hallownest	2866.96	0
I152F12	CS	Baderna	2913.97	0
5G8CU58	CS	Pegasus	2915.18	0
46C11FC	JK	Millenium	2916.63	1
2A9D89K	MA	Baderna	2926.11	0
8J655MY	JK	Enterprise	2932.31	0
38FS912	MA	Enterprise	2948.20	1
9M8S635	MA	Pegasus	2960.70	0
4XE1FX6	MA	Baderna	2992.04	0
8VTU326	MA	Enterprise	2993.28	0
A48A6TQ	JK	Scorpion	3006.28	0
32VFD9T	MA	Pegasus	3018.53	0
D2T45W9	CS	Millenium	3025.24	1
4RZ2385	MA	Pegasus	3026.80	0
L3H8CK2	CS	Galactica	3029.19	0
1Y9K35G	MA	Voyager	3039.73	1
355G173	MA	Millenium	3046.63	0
7182G9B	JK	Baderna	3059.27	0
6BA8M7R	CS	Voyager	3068.99	1
9UIHF45	CS	Galactica	3070.48	1
YD7GC23	JK	Millenium	3073.52	1
7E4WX71	MA	Galactica	3091.27	0
MW763A7	JK	Galactica	3091.44	1
7DT4LF6	JK	Panopticon	3094.41	0
P221YCK	JK	Scorpion	3097.69	0
GZ4W2Y7	MA	Scorpion	3105.11	1
YDJX9RH	JK	Scorpion	3109.23	0
85I2Z6I	JK	Enterprise	3130.45	1
IY46J5D	MA	Enterprise	3130.78	0
7TC4657	MA	Panopticon	3137.15	0
T2294Q7	MA	Voyager	3145.21	1
74YNM58	MA	Enterprise	3167.08	1
RD955A5	MA	Millenium	3187.25	1
7PEJ724	JK	Enterprise	3187.59	0
E6F8377	MA	Pegasus	3190.12	1
68ED3EK	JK	Galactica	3205.40	1
T886587	MA	Voyager	3215.51	0
DCR273X	JK	Galactica	3223.20	1
9I16LRW	MA	Pegasus	3230.44	0
MN93K83	MA	Panopticon	3262.12	0
XT79WQD	CS	Scorpion	3266.74	0
3OK61X7	CS	Hallownest	3280.68	1
8DE9U5D	JK	Galactica	3297.33	0
GC3LC6W	JK	Panopticon	3304.19	0
UPQDB42	JK	Pegasus	3324.55	1
8V9164V	JK	Baderna	3329.98	0
EZ97I78	CS	Voyager	3336.88	0
W63PIM7	MA	Hallownest	3337.93	1
34ME9ZT	MA	Scorpion	3339.78	0
95Z9455	MA	Scorpion	3346.44	0
AI2W934	CS	Millenium	3348.90	0
H88PSLM	MA	Pegasus	3353.63	0
AS86ZZ9	CS	Voyager	3355.76	0
GKV88J3	CS	Hallownest	3364.00	0
Y4E9XZ9	CS	Hallownest	3365.67	0
KYJ3YXB	JK	Baderna	3386.93	0
S5SHVNV	CS	Panopticon	3401.34	1
JI84IH2	CS	Voyager	3408.06	1
G4A5652	CS	Scorpion	3412.12	0
3D4798L	MA	Pegasus	3431.71	1
QI7IYB9	MA	Pegasus	3461.05	1
8989S6G	CS	Galactica	3461.92	0
MEJ9G59	CS	Panopticon	3471.92	1
F68K8Y4	MA	Baderna	3488.51	0
W68GZPR	MA	Galactica	3492.97	1
2IF1373	CS	Galactica	3499.73	0
5958X87	CS	Panopticon	3508.41	1
5BV61VS	MA	Scorpion	3525.60	0
8568V94	MA	Hallownest	3537.25	0
GYN9IT2	MA	Galactica	3542.81	0
2I3Y3V1	JK	Millenium	3552.28	1
2NY4WY7	MA	Galactica	3554.56	0
A36W67A	CS	Galactica	3554.77	1
7ORS1YJ	CS	Voyager	3576.75	1
9CXM3CK	MA	Galactica	3617.83	1
3I1H623	JK	Baderna	3619.00	0
7LF1K52	MA	Millenium	3621.25	1
KR16BO6	CS	Hallownest	3624.67	1
MI8H93T	MA	Galactica	3631.55	1
4WM318W	JK	Millenium	3632.53	1
F2SM923	JK	Enterprise	3638.57	1
E1Y24P4	MA	Voyager	3650.10	1
I6ZFZ91	MA	Millenium	3650.23	0
56PZ4L7	JK	Voyager	3670.96	0
G7798ZM	MA	Hallownest	3671.45	1
V2544GQ	MA	Pegasus	3684.60	1
71P798S	JK	Galactica	3687.21	1
9O9ARS2	MA	Hallownest	3690.26	0
T6V6QEG	CS	Galactica	3707.63	0
27R448Y	CS	Galactica	3708.07	0
BS64N9T	MA	Hallownest	3712.45	0
M4VA261	MA	Galactica	3725.01	1
EP69H2H	JK	Scorpion	3732.45	0
WE45TU8	CS	Galactica	3732.55	1
RY281DS	JK	Millenium	3734.48	1
9572A61	JK	Pegasus	3769.40	0
VVGX65I	MA	Galactica	3772.11	1
3HMHY44	JK	Millenium	3772.23	0
1YR558M	JK	Voyager	3776.61	0
6R4L8D8	CS	Enterprise	3790.95	0
D3SL875	MA	Pegasus	3791.98	0
R578GQO	CS	Scorpion	3805.96	0
J12NNB5	MA	Scorpion	3806.93	0
7T7IT8S	JK	Baderna	3815.09	1
31N9K84	MA	Voyager	3833.37	1
G323QQZ	JK	Enterprise	3843.78	1
578HE4Z	JK	Galactica	3878.46	1
E7PZ99A	MA	Pegasus	3884.38	0
25175MJ	JK	Pegasus	3916.91	0
DKK6UR1	MA	Voyager	3933.80	0
75C4273	JK	Millenium	3937.24	1
69B713F	CS	Enterprise	3966.71	1
SCGB285	CS	Pegasus	3969.13	1
IG72XF3	MA	Pegasus	3976.17	0
76178BY	CS	Voyager	3978.85	1
8IW2798	CS	Galactica	3982.80	1
5R8L97P	JK	Scorpion	3992.44	1
8P99BE7	MA	Voyager	4003.44	0
MYQ8Z4M	MA	Pegasus	4017.67	0
186WGN2	CS	Galactica	4045.21	1
481C394	JK	Hallownest	4050.98	0
D4832R6	MA	Millenium	4064.81	1
L8YMQJL	JK	Hallownest	4071.74	0
ALD55K4	MA	Baderna	4093.52	0
I46GC36	JK	Scorpion	4099.97	1
DQD8Z22	MA	Pegasus	4105.76	0
LE659AZ	MA	Galactica	4111.82	1
59P139F	CS	Voyager	4116.25	0
7MC977Z	MA	Panopticon	4132.50	1
X8UK6I3	JK	Galactica	4143.25	0
2DJ8TJ3	JK	Baderna	4160.34	1
819HPH2	MA	Baderna	4161.58	1
KB7FE2D	MA	Hallownest	4167.81	1
6EX4XO4	JK	Scorpion	4172.44	1
LW4KEQ1	JK	Voyager	4175.01	1
7NZA7RU	JK	Voyager	4192.07	0
425T72K	MA	Baderna	4200.56	1
2SYF73H	JK	Millenium	4204.32	0
K699O38	CS	Baderna	4216.07	0
6S28VKN	CS	Voyager	4229.83	1
U8WGVGO	MA	Voyager	4233.32	0
F71EP47	CS	Baderna	4240.10	0
6A2UOQG	JK	Voyager	4249.41	1
U8FD8J5	MA	Baderna	4251.85	0
X16H289	MA	Hallownest	4253.04	1
N52VQ7R	MA	Voyager	4264.77	1
88AFJ8P	CS	Baderna	4268.37	0
B9MO465	JK	Hallownest	4280.70	1
62B3594	MA	Baderna	4289.71	0
13R6L45	CS	Baderna	4302.85	1
N1G2243	MA	Voyager	4310.05	0
T8RX64W	MA	Voyager	4330.56	0
3WQ51E4	MA	Panopticon	4349.12	1
5GZ8LE6	JK	Galactica	4353.81	0
R89J3W6	MA	Voyager	4353.84	0
63AOV63	JK	Pegasus	4355.23	1
UHC6X11	JK	Baderna	4356.18	0
HOD9A5K	CS	Baderna	4365.34	1
AJ1TE26	CS	Scorpion	4377.78	1
F2P743V	CS	Millenium	4380.67	0
6R4D5B1	JK	Voyager	4380.75	0
GUAR4D8	MA	Panopticon	4391.84	0
2H68G6T	JK	Hallownest	4399.95	0
99G6834	CS	Galactica	4413.94	0
9Z84ZSP	JK	Enterprise	4422.13	1
3982M61	MA	Galactica	4423.15	0
HZ2X13M	CS	Galactica	4423.64	1
P31H388	MA	Galactica	4426.52	1
J1UG8C3	MA	Galactica	4431.62	1
5EOB74U	CS	Galactica	4431.86	0
936B9RX	JK	Millenium	4436.97	0
YGYM8J6	MA	Scorpion	4449.73	0
5MURRKE	CS	Scorpion	4457.84	0
NC9B7TG	MA	Galactica	4465.89	0
QSI5N2H	CS	Panopticon	4485.39	0
M55I12T	MA	Baderna	4495.03	0
BSNI298	JK	Voyager	4500.82	1
48FZ452	MA	Millenium	4504.73	1
AM7DNMD	MA	Voyager	4509.48	0
BG84FZM	CS	Voyager	4532.83	0
13U4ZIY	CS	Hallownest	4533.26	1
NOB9817	MA	Scorpion	4535.99	0
K1M93B8	MA	Pegasus	4554.00	0
KC29W7Y	MA	Galactica	4554.82	0
1WP8HF3	MA	Enterprise	4565.76	1
3IK472O	JK	Millenium	4588.92	0
419YB19	CS	Galactica	4590.34	0
TU94N3V	JK	Voyager	4593.19	1
M6Y1KA7	CS	Pegasus	4593.59	1
5D5Q816	MA	Millenium	4596.41	1
286O4C1	CS	Hallownest	4596.43	1
LP8E5LT	JK	Millenium	4598.68	1
E4PKG4Z	CS	Galactica	4604.82	0
PIF8EAQ	JK	Galactica	4613.12	1
9KT64VO	JK	Baderna	4632.85	1
5R6AW5B	MA	Scorpion	4635.02	0
VMTUU7N	CS	Millenium	4636.03	1
A97WHGF	CS	Enterprise	4640.60	0
6V12867	JK	Baderna	4664.97	1
25Y2222	JK	Hallownest	4679.09	0
X99526M	MA	Panopticon	4695.93	0
1C11MAQ	CS	Pegasus	4720.81	0
41L271Y	MA	Baderna	4731.42	0
2BQGT66	JK	Voyager	4737.94	0
ZK1287E	MA	Panopticon	4768.14	0
H1A9V37	JK	Galactica	4768.26	0
1R2H7M3	MA	Enterprise	4772.96	1
IA1I78K	CS	Scorpion	4795.68	1
QQ55DF3	CS	Pegasus	4803.23	0
8C6OS3G	JK	Galactica	4804.87	1
7V6KNQ4	JK	Hallownest	4807.93	1
2J2F424	MA	Baderna	4811.33	0
1UUPTH9	MA	Galactica	4812.55	1
1R9CQ5B	CS	Enterprise	4833.69	0
7YY987O	MA	Enterprise	4833.73	1
MI6L371	CS	Enterprise	4891.06	0
78A91L5	CS	Pegasus	4911.78	0
4974EJR	JK	Millenium	4914.26	0
972Q312	JK	Panopticon	4921.52	0
K1SZ91A	MA	Voyager	4938.32	0
279CHN6	JK	Scorpion	4964.77	0
O71C486	CS	Galactica	4970.37	0
O49ZP4Z	CS	Baderna	4992.33	0
UNRF82E	JK	Pegasus	5035.08	0
O212Q62	MA	Enterprise	5039.00	1
A17I2CT	MA	Baderna	5041.05	1
FYR3443	JK	Galactica	5058.48	1
NY6Q45Q	CS	Panopticon	5070.87	1
2ZST211	MA	Pegasus	5075.20	0
Z4CSST8	MA	Hallownest	5105.50	1
8HS25M6	MA	Hallownest	5119.92	1
O9U13LR	MA	Baderna	5132.43	1
3TJ9W7O	CS	Enterprise	5137.24	0
HZECFR6	CS	Galactica	5141.17	0
D75V483	MA	Galactica	5146.10	0
2U8X374	JK	Millenium	5147.60	1
7BK75XZ	CS	Galactica	5166.67	1
ODS1P72	MA	Scorpion	5173.18	0
11F815L	CS	Panopticon	5180.36	1
N518T2A	JK	Baderna	5181.05	0
1455J3Y	JK	Scorpion	5184.78	1
X95SLUU	JK	Enterprise	5191.26	0
612O9QH	CS	Pegasus	5197.54	1
2C3KH21	CS	Baderna	5208.86	0
NSRJ25P	JK	Pegasus	5217.99	1
86IZ58F	MA	Scorpion	5223.65	1
122AN12	JK	Baderna	5225.65	1
9PKT679	CS	Galactica	5231.79	0
15LCN2K	JK	Scorpion	5233.72	0
KCM3361	CS	Enterprise	5236.54	1
6AMH2LE	CS	Enterprise	5251.30	1
4T8MS74	MA	Enterprise	5255.97	0
WX22S4Z	MA	Scorpion	5290.53	0
48S6861	MA	Baderna	5290.62	0
U993AWH	CS	Galactica	5302.54	1
K96T8HE	CS	Pegasus	5314.36	0
MML4L1Q	MA	Pegasus	5335.54	1
5C9I1F9	MA	Hallownest	5351.04	0
44A2S89	JK	Galactica	5388.00	1
OIHSF98	MA	Voyager	5394.63	0
OWR2N29	MA	Baderna	5398.15	1
48WDRXQ	JK	Galactica	5403.53	0
9883LW6	CS	Hallownest	5412.82	1
4165O8U	MA	Pegasus	5418.17	1
T18T2UV	MA	Baderna	5419.01	1
2P36L46	CS	Galactica	5425.10	1
W1G6T1P	MA	Millenium	5429.37	0
491751H	MA	Galactica	5436.27	0
8V1MWE1	CS	Galactica	5448.19	1
64EMHFZ	MA	Voyager	5452.21	0
O3F8PZW	CS	Enterprise	5454.11	0
72CF6R4	MA	Hallownest	5457.56	0
O582594	CS	Baderna	5462.15	1
Z2JL3N4	JK	Pegasus	5464.19	0
W3QZF55	MA	Enterprise	5484.62	0
ORN154Y	JK	Enterprise	5485.16	1
41Z2Z27	JK	Baderna	5488.30	0
9292LP5	CS	Voyager	5507.33	1
84P3YQG	MA	Panopticon	5507.74	0
WQJ2N68	MA	Enterprise	5510.48	0
13A8B87	JK	Pegasus	5524.40	1
87Z3N84	JK	Enterprise	5531.48	1
UN74T2W	CS	Millenium	5553.46	0
G6DR84T	JK	Voyager	5553.74	1
8UE7Y8F	JK	Baderna	5561.85	1
868GXH8	CS	Galactica	5562.19	1
HYT27DK	CS	Enterprise	5573.47	0
4MG131A	CS	Panopticon	5574.59	1
8EK65I6	CS	Galactica	5589.43	0
MFCEY6H	JK	Hallownest	5628.02	0
88XKC1R	CS	Voyager	5634.53	0
PT9O234	JK	Scorpion	5634.60	1
G5I4PKI	JK	Voyager	5649.18	0
X8Y841T	JK	Pegasus	5673.26	0
62F1N7J	JK	Millenium	5684.34	1
I938813	CS	Galactica	5702.15	0
27598Z7	CS	Galactica	5704.44	1
68H1488	JK	Voyager	5710.20	0
O8L8E5W	MA	Panopticon	5717.87	0
37KY8LX	CS	Voyager	5734.94	0
67L1KDX	CS	Voyager	5739.93	0
2BE19YP	CS	Millenium	5740.39	0
23H8VJ5	CS	Millenium	5745.98	0
1NY9BV1	MA	Enterprise	5754.28	1
5ACX182	CS	Voyager	5754.54	0
7R3VX2S	MA	Pegasus	5760.88	1
8O26WM5	MA	Hallownest	5765.74	1
DX49G25	CS	Scorpion	5774.07	0
73PRW83	CS	Scorpion	5777.95	1
B9I4221	JK	Galactica	5780.74	1
9C6S9AY	CS	Hallownest	5788.03	0
5Q17KOQ	MA	Millenium	5797.19	0
G9IZ288	CS	Enterprise	5797.58	0
62915T9	MA	Baderna	5806.76	0
R762717	CS	Galactica	5809.23	0
9E1GDQ4	CS	Hallownest	5821.99	0
5ZF2ZDN	JK	Hallownest	5823.89	1
DG617OV	MA	Millenium	5825.47	0
QCXJ26Q	MA	Scorpion	5826.53	0
OQ2RO8I	MA	Galactica	5831.19	0
WA81E24	JK	Panopticon	5840.97	0
17R9ORZ	JK	Pegasus	5857.62	1
6L33K7V	JK	Pegasus	5857.80	0
14EHIMT	CS	Voyager	5901.27	1
MG5SUI5	JK	Enterprise	5911.75	0
24354S5	MA	Hallownest	5920.21	1
JBMD3QK	JK	Panopticon	5923.49	0
R57EX1J	CS	Voyager	5924.90	1
52GXM8F	JK	Panopticon	5929.95	0
1327EWX	JK	Enterprise	5936.02	0
89LN448	JK	Enterprise	5950.08	0
281M5MI	CS	Millenium	5973.37	0
MUWE3E3	MA	Pegasus	5977.51	1
T2KUK98	MA	Enterprise	6012.67	0
HTJNWF6	JK	Pegasus	6022.18	0
P96R1UA	JK	Voyager	6039.34	1
8E98IZ2	CS	Panopticon	6040.30	1
SLD4476	MA	Pegasus	6043.20	1
J8T91D2	MA	Scorpion	6046.12	0
N29334Y	MA	Galactica	6096.10	1
XI25U63	MA	Panopticon	6098.34	1
O62HWB4	MA	Scorpion	6113.94	1
1836J6A	MA	Hallownest	6114.31	0
93V3CZI	MA	Hallownest	6125.43	1
G6ONQ24	MA	Voyager	6144.35	1
